partner_id,partner_name,zone,vehicle_type,avg_rating,total_deliveries,status,experience_months,lat,lng
DP_02948,Suresh Sharma,Bommanahalli,scooter,4.6,6190,active,48,12.986928,77.528284
DP_02949,Vikram Sharma,Sarjapur Road,scooter,4.7,3590,active,46,12.926339,77.656008
DP_02950,Vikram Singh,Brigade Road,bike,3.6,3157,active,41,12.952869,77.62216
DP_02951,Suresh Reddy,Whitefield,bicycle,4.1,2203,active,5,13.048638,77.60848
DP_02952,Arun Das,Basavanagudi,bike,3.9,7544,active,23,12.914383,77.516422
DP_02953,Ravi Sharma,Electronic City,scooter,4.3,7471,inactive,4,13.048917,77.620548
DP_02954,Manoj Naik,Rajajinagar,bicycle,3.7,4751,on_break,19,13.024064,77.611525
DP_02955,Mohan Patil,Jayanagar,bicycle,4.8,5587,inactive,19,13.032992,77.60598
DP_02956,Manoj Sharma,Banashankari,ev_scooter,4.6,2026,active,36,12.994488,77.564901
DP_02957,Ravi Reddy,BTM Layout,ev_scooter,4.2,1169,active,6,13.049317,77.615091
DP_02958,Manoj Reddy,HSR Layout,bicycle,3.6,6943,active,13,12.923691,77.588703
DP_02959,Amit Yadav,Brigade Road,bicycle,4.5,5808,active,45,12.969878,77.578915
DP_02960,Mohan Patil,Basavanagudi,ev_scooter,4.4,2020,inactive,43,12.978975,77.666423
DP_02961,Suresh Reddy,Brigade Road,ev_scooter,4.2,4198,active,17,12.97468,77.607675
DP_02962,Suresh Kumar,Brigade Road,bicycle,3.5,3158,inactive,11,12.989521,77.67324
DP_02963,Pradeep Reddy,Rajajinagar,bicycle,3.7,2644,active,5,12.999858,77.510039
DP_02964,Vikram Kumar,Koramangala,bicycle,3.6,7388,active,7,12.985017,77.52693
DP_02965,Rahul Sharma,Yelahanka,ev_scooter,3.6,7634,active,24,12.96567,77.684633
DP_02966,Deepak Naik,Banashankari,scooter,4.7,2653,active,38,12.931427,77.541805
DP_02967,Ganesh Singh,HSR Layout,bike,4.8,5942,active,20,12.955407,77.588584
DP_02968,Naveen Singh,BTM Layout,scooter,4.2,5738,active,45,13.007374,77.69742
DP_02969,Vikram Das,Bellandur,scooter,3.6,7841,active,27,13.042736,77.660382
DP_02970,Ravi Reddy,BTM Layout,bike,4.6,5786,on_break,29,12.931967,77.542615
DP_02971,Arun Kumar,Brigade Road,bike,4.8,7215,active,43,13.03217,77.557885
DP_02972,Manoj Reddy,Marathahalli,bike,4.7,4568,active,11,13.037901,77.531858
DP_02973,Ravi Kumar,Yelahanka,ev_scooter,3.6,4344,active,18,13.026971,77.618712
DP_02974,Ravi Reddy,Rajajinagar,bicycle,4.8,7833,active,22,12.981373,77.508285
DP_02975,Sanjay Patil,Yelahanka,bike,3.6,4613,inactive,2,13.049085,77.506509
DP_02976,Pradeep Kumar,Banashankari,bike,4.8,6164,active,5,13.00616,77.614435
DP_02977,Deepak Naik,JP Nagar,bike,4.7,1287,active,39,13.017069,77.659768
DP_02978,Raj Patil,Yelahanka,ev_scooter,4.4,3467,active,21,12.9385,77.600485
DP_02979,Manoj Reddy,JP Nagar,bicycle,4.2,117,on_break,11,12.926919,77.580142
DP_02980,Raj Kumar,Yelahanka,ev_scooter,4.4,2208,active,45,12.975035,77.651374
DP_02981,Pradeep Yadav,Sarjapur Road,bike,4.6,1355,active,32,12.916406,77.523162
DP_02982,Karthik Singh,Basavanagudi,ev_scooter,3.6,7951,active,5,12.985128,77.634233
DP_02983,Pradeep Patil,JP Nagar,bike,4.3,3339,active,36,12.957212,77.691495
DP_02984,Vikram Yadav,Indiranagar,bicycle,3.6,2499,on_break,18,13.01199,77.624826
DP_02985,Raj Reddy,Yelahanka,ev_scooter,4.2,5204,active,35,12.909088,77.56931
DP_02986,Suresh Gowda,Indiranagar,bike,3.8,5531,active,27,13.046917,77.676397
DP_02987,Karthik Yadav,Hebbal,ev_scooter,3.6,1221,active,27,13.008843,77.633057
DP_02988,Vikram Reddy,Whitefield,bike,4.2,3180,active,6,12.965871,77.502122
DP_02989,Karthik Singh,Hebbal,bicycle,3.8,2998,active,10,13.000754,77.545126
DP_02990,Manoj Naik,Bellandur,bike,4.5,2613,active,30,13.017514,77.564489
DP_02991,Raj Patil,Koramangala,ev_scooter,3.5,5684,on_break,30,12.952179,77.692307
DP_02992,Naveen Kumar,Basavanagudi,bike,4.8,7525,active,17,12.926853,77.55679
DP_02993,Pradeep Patil,Malleshwaram,ev_scooter,3.7,5171,active,31,12.972333,77.509148
DP_02994,Arun Reddy,Hebbal,bike,4.4,1355,inactive,12,12.982985,77.546511
DP_02995,Sanjay Singh,MG Road,bicycle,3.8,7837,active,10,12.916612,77.531688
DP_02996,Mohan Gowda,Marathahalli,ev_scooter,4.3,1657,active,30,13.036739,77.556078
DP_02997,Naveen Verma,Indiranagar,bike,3.8,6360,active,38,12.9876,77.553521
DP_02998,Mohan Patil,Banashankari,ev_scooter,4.4,6991,active,35,12.904388,77.535273
DP_02999,Pradeep Naik,Marathahalli,scooter,3.6,1820,active,48,12.902184,77.611871
DP_03000,Amit Gowda,Indiranagar,ev_scooter,4.7,365,inactive,26,13.031249,77.533681
DP_03001,Mohan Naik,Indiranagar,scooter,4.2,1905,on_break,22,12.992858,77.677
DP_03002,Suresh Gowda,Brigade Road,bike,4.1,7414,active,5,12.965339,77.58267
DP_03003,Manoj Gowda,MG Road,ev_scooter,4.9,6162,active,4,12.919913,77.571949
DP_03004,Karthik Patil,Rajajinagar,scooter,4.9,6680,active,10,12.926668,77.674618
DP_03005,Ravi Verma,Malleshwaram,bike,4.1,2247,active,29,12.983872,77.68629
DP_03006,Sanjay Verma,Jayanagar,ev_scooter,4.9,6744,on_break,13,12.9954,77.557502
DP_03007,Raj Kumar,Whitefield,bike,4.5,3630,active,35,12.943931,77.557439
DP_03008,Sanjay Das,BTM Layout,scooter,4.9,6246,active,28,12.909297,77.640313
DP_03009,Sanjay Naik,JP Nagar,bike,4.6,5040,active,41,12.974475,77.50763
DP_03010,Deepak Sharma,Yelahanka,ev_scooter,4.1,6577,active,19,12.970122,77.62212
DP_03011,Ganesh Gowda,Indiranagar,scooter,3.6,3899,active,32,12.998228,77.61539
DP_03012,Sanjay Patil,Marathahalli,ev_scooter,3.9,980,on_break,1,13.002844,77.653588
DP_03013,Naveen Kumar,JP Nagar,bike,4.8,4518,on_break,21,13.037334,77.565681
DP_03014,Rahul Verma,Sarjapur Road,bike,4.3,1524,active,2,12.957421,77.602104
DP_03015,Pradeep Kumar,Bommanahalli,ev_scooter,3.7,2628,active,1,12.955568,77.528007
DP_03016,Pradeep Singh,Basavanagudi,bicycle,4.8,7409,active,13,12.949421,77.550578
DP_03017,Suresh Patil,HSR Layout,ev_scooter,4.5,6396,active,47,12.954217,77.541653
DP_03018,Mohan Singh,Brigade Road,bicycle,3.6,250,active,6,13.023258,77.520366
DP_03019,Mohan Kumar,Koramangala,ev_scooter,3.9,7627,active,18,13.010246,77.574736
DP_03020,Manoj Das,JP Nagar,scooter,3.8,6371,active,27,13.005024,77.52908
DP_03021,Karthik Das,Rajajinagar,bicycle,4.2,4235,active,40,12.93046,77.61347
DP_03022,Ganesh Gowda,Electronic City,scooter,4.8,4987,active,4,12.955045,77.539739
DP_03023,Arun Singh,Indiranagar,scooter,4.0,6710,on_break,14,12.971577,77.621949
DP_03024,Deepak Singh,Banashankari,scooter,4.5,4434,on_break,5,12.985124,77.678717
DP_03025,Deepak Yadav,Rajajinagar,scooter,4.1,1750,on_break,23,13.001698,77.538992
DP_03026,Naveen Gowda,Banashankari,bicycle,4.1,3496,active,8,12.955224,77.65083
DP_03027,Pradeep Singh,MG Road,bicycle,4.1,1956,inactive,7,12.980116,77.623474
DP_03028,Arun Naik,MG Road,scooter,3.9,5569,inactive,9,12.929771,77.556238
DP_03029,Rahul Sharma,Jayanagar,scooter,3.7,4719,active,10,12.948659,77.622116
DP_03030,Arun Kumar,Electronic City,bicycle,3.5,6425,active,35,13.037536,77.685775
DP_03031,Karthik Yadav,Hebbal,ev_scooter,3.6,4143,active,25,12.906424,77.532038
DP_03032,Arun Verma,JP Nagar,ev_scooter,4.9,1709,active,2,12.953538,77.694195
DP_03033,Rahul Verma,Sarjapur Road,bike,4.8,6395,active,10,12.930187,77.676586
DP_03034,Deepak Patil,Indiranagar,bike,3.6,6580,on_break,35,12.925459,77.592828
DP_03035,Ganesh Patil,Indiranagar,bicycle,3.6,5722,on_break,9,12.915647,77.612689
DP_03036,Sanjay Sharma,Hebbal,ev_scooter,4.2,7705,on_break,12,12.975823,77.630034
DP_03037,Karthik Das,Hebbal,ev_scooter,3.5,3149,inactive,26,13.028028,77.60084
DP_03038,Suresh Reddy,Bommanahalli,ev_scooter,4.4,2602,inactive,11,12.955423,77.60886
DP_03039,Manoj Gowda,Yelahanka,bike,4.1,6408,active,29,12.989517,77.531357
DP_03040,Suresh Das,Banashankari,ev_scooter,5.0,3677,active,8,12.906193,77.512458
DP_03041,Vikram Verma,Jayanagar,bike,4.4,7538,on_break,47,12.938772,77.681666
DP_03042,Karthik Das,Bellandur,bike,4.9,6589,on_break,35,12.937003,77.550996
DP_03043,Karthik Naik,JP Nagar,ev_scooter,4.9,5247,active,4,12.92742,77.54331
DP_03044,Mohan Kumar,Bommanahalli,ev_scooter,4.6,6175,inactive,20,12.908417,77.68438
DP_03045,Naveen Das,Brigade Road,ev_scooter,4.5,2537,active,2,12.979681,77.64496
DP_03046,Sanjay Sharma,Koramangala,ev_scooter,4.3,7605,on_break,22,13.005906,77.668191
DP_03047,Suresh Reddy,Bellandur,ev_scooter,4.6,7213,active,32,12.903469,77.698591
DP_03048,Pradeep Gowda,HSR Layout,ev_scooter,4.3,5265,active,41,13.0101,77.540057
DP_03049,Vikram Reddy,HSR Layout,bike,4.8,5527,active,9,12.940515,77.61884
DP_03050,Mohan Yadav,Yelahanka,scooter,3.8,961,active,35,12.923857,77.545206
DP_03051,Pradeep Das,Indiranagar,ev_scooter,4.1,1154,active,20,13.023737,77.684318
DP_03052,Karthik Yadav,Bellandur,ev_scooter,3.9,161,inactive,22,12.966333,77.55886
DP_03053,Amit Singh,Rajajinagar,ev_scooter,4.3,2643,on_break,22,12.994669,77.563219
DP_03054,Ganesh Yadav,JP Nagar,scooter,3.9,4655,inactive,26,12.968163,77.622026
DP_03055,Deepak Kumar,MG Road,ev_scooter,3.7,5936,active,40,12.940696,77.586691
DP_03056,Suresh Gowda,Koramangala,bicycle,3.7,4283,active,46,13.038623,77.546677
DP_03057,Ganesh Verma,Hebbal,scooter,5.0,5097,active,13,13.025147,77.633282
DP_03058,Karthik Naik,Brigade Road,scooter,3.7,5349,on_break,28,12.997378,77.647928
DP_03059,Deepak Naik,Marathahalli,ev_scooter,5.0,544,active,26,12.955939,77.553737
DP_03060,Ravi Verma,Basavanagudi,bicycle,3.8,5389,on_break,46,12.945811,77.654405
DP_03061,Manoj Reddy,Marathahalli,ev_scooter,3.8,3045,active,26,12.904718,77.645949
DP_03062,Sanjay Naik,Electronic City,ev_scooter,4.8,7057,active,3,12.987821,77.586788
DP_03063,Deepak Kumar,Banashankari,bike,3.5,4943,active,26,12.953343,77.633201
DP_03064,Vikram Gowda,JP Nagar,bicycle,4.9,2086,active,7,12.971186,77.603785
DP_03065,Sanjay Naik,Yelahanka,scooter,4.5,7170,active,20,13.029329,77.630163
DP_03066,Raj Kumar,Marathahalli,bicycle,3.8,5899,active,43,13.001217,77.614122
DP_03067,Ganesh Sharma,Bellandur,bike,4.2,7900,active,7,12.96175,77.579367
DP_03068,Deepak Singh,Rajajinagar,bike,4.6,534,active,44,13.000175,77.650201
DP_03069,Sanjay Singh,HSR Layout,ev_scooter,3.6,5530,on_break,1,12.9959,77.57152
DP_03070,Manoj Yadav,Koramangala,scooter,3.7,3805,on_break,17,12.93678,77.66641
DP_03071,Raj Naik,Banashankari,bicycle,3.7,3581,active,23,12.909131,77.563976
DP_03072,Vikram Patil,Jayanagar,ev_scooter,4.5,2207,active,27,12.902231,77.601669
DP_03073,Naveen Gowda,MG Road,scooter,4.6,7449,on_break,35,13.008177,77.568672
DP_03074,Ganesh Verma,Brigade Road,ev_scooter,4.9,4668,on_break,12,12.9089,77.644728
DP_03075,Naveen Gowda,Malleshwaram,scooter,4.9,7950,active,11,13.014405,77.509947
DP_03076,Manoj Yadav,Whitefield,scooter,3.5,5447,active,9,12.990464,77.599002
DP_03077,Vikram Yadav,Yelahanka,scooter,3.8,5928,on_break,38,13.005334,77.56901
DP_03078,Karthik Naik,Bellandur,ev_scooter,4.5,6042,active,46,12.908069,77.699423
DP_03079,Arun Reddy,Sarjapur Road,bicycle,4.5,6312,active,18,13.037027,77.596165
DP_03080,Rahul Yadav,Bommanahalli,bike,4.3,133,active,41,13.034684,77.631821
DP_03081,Ravi Kumar,HSR Layout,ev_scooter,4.3,2438,on_break,40,12.976179,77.615788
DP_03082,Suresh Naik,BTM Layout,bicycle,3.7,1104,active,28,12.953324,77.569731
DP_03083,Arun Kumar,Brigade Road,scooter,3.9,4900,active,22,12.996488,77.593914
DP_03084,Deepak Singh,MG Road,bicycle,4.7,6841,active,17,12.934289,77.635709
DP_03085,Naveen Naik,Malleshwaram,bicycle,4.9,5380,active,15,12.943023,77.683825
DP_03086,Ravi Patil,Yelahanka,bike,4.3,214,active,42,12.932468,77.687998
DP_03087,Deepak Gowda,BTM Layout,bicycle,3.9,7692,active,48,13.017513,77.683276
DP_03088,Deepak Kumar,JP Nagar,ev_scooter,3.8,5710,inactive,8,12.923407,77.532708
DP_03089,Raj Singh,Whitefield,scooter,4.1,5271,active,43,12.97663,77.563867
DP_03090,Raj Patil,Yelahanka,scooter,4.7,5257,on_break,4,12.973139,77.573984
DP_03091,Arun Kumar,Koramangala,bicycle,4.9,5960,active,26,13.039896,77.576966
DP_03092,Amit Patil,Jayanagar,ev_scooter,3.8,2141,inactive,13,12.9195,77.566942
DP_03093,Ravi Patil,Electronic City,bike,3.9,4072,active,33,12.993227,77.658229
DP_03094,Arun Das,BTM Layout,ev_scooter,4.2,2743,active,42,12.928622,77.617783
DP_03095,Sanjay Sharma,Hebbal,ev_scooter,4.3,941,on_break,20,12.954292,77.553541
DP_03096,Karthik Sharma,MG Road,bicycle,4.2,5933,on_break,10,12.979096,77.579954
DP_03097,Mohan Das,Electronic City,bike,3.7,6630,on_break,7,12.947352,77.6447
DP_03098,Amit Patil,JP Nagar,bicycle,4.2,6611,active,48,13.049085,77.691548
DP_03099,Ganesh Gowda,Malleshwaram,scooter,3.8,1727,active,42,12.966896,77.688156
DP_03100,Suresh Sharma,BTM Layout,bicycle,4.7,2749,on_break,5,12.992439,77.584604
DP_03101,Sanjay Patil,Whitefield,ev_scooter,4.0,464,active,2,13.020266,77.657179
DP_03102,Arun Verma,Marathahalli,ev_scooter,4.0,5053,inactive,23,13.033171,77.664337
DP_03103,Ravi Kumar,Bellandur,bicycle,3.7,1075,on_break,15,12.97691,77.630369
DP_03104,Rahul Singh,Hebbal,bike,4.0,1817,on_break,25,13.047942,77.541639
DP_03105,Arun Das,Basavanagudi,scooter,4.6,7631,on_break,19,13.001328,77.658689
DP_03106,Amit Naik,Marathahalli,ev_scooter,4.0,777,active,23,12.924528,77.552029
DP_03107,Karthik Patil,Jayanagar,scooter,4.8,265,active,29,12.990389,77.646581
DP_03108,Sanjay Yadav,Banashankari,bicycle,4.5,2242,on_break,8,12.989057,77.612897
DP_03109,Pradeep Das,Yelahanka,ev_scooter,3.8,2202,active,36,12.941693,77.693171
DP_03110,Raj Patil,Electronic City,ev_scooter,4.9,659,on_break,29,13.028058,77.545704
DP_03111,Karthik Gowda,Hebbal,bike,4.5,531,active,8,13.034355,77.531211
DP_03112,Ganesh Singh,HSR Layout,bike,4.9,784,active,28,12.96794,77.699443
DP_03113,Pradeep Das,Sarjapur Road,bike,3.9,6838,inactive,27,12.964445,77.682365
DP_03114,Manoj Naik,Brigade Road,ev_scooter,4.5,6572,active,6,13.007988,77.510918
DP_03115,Rahul Yadav,Yelahanka,bike,4.7,58,on_break,26,12.998107,77.568433
DP_03116,Mohan Yadav,Rajajinagar,ev_scooter,4.1,6965,active,26,12.954413,77.591596
DP_03117,Mohan Reddy,Jayanagar,ev_scooter,4.2,2514,active,4,12.950634,77.586644
DP_03118,Deepak Kumar,JP Nagar,scooter,3.9,496,active,20,13.03368,77.585245
DP_03119,Suresh Yadav,Marathahalli,ev_scooter,4.5,7126,active,7,13.025654,77.690155
DP_03120,Rahul Patil,JP Nagar,scooter,4.8,6525,active,14,13.016404,77.674749
DP_03121,Karthik Das,Marathahalli,bike,4.9,5860,active,41,13.033645,77.583572
DP_03122,Rahul Kumar,MG Road,ev_scooter,3.7,7157,active,8,13.028793,77.510096
DP_03123,Suresh Naik,Rajajinagar,bike,3.8,6991,on_break,4,12.949749,77.511721
DP_03124,Suresh Patil,Whitefield,ev_scooter,4.2,3578,active,7,12.989163,77.695751
DP_03125,Arun Kumar,Hebbal,ev_scooter,4.5,4551,active,40,12.963029,77.513845
DP_03126,Amit Das,Electronic City,scooter,3.5,5534,inactive,35,12.977561,77.64243
DP_03127,Sanjay Das,Bellandur,scooter,3.9,1825,active,40,12.96049,77.606206
DP_03128,Karthik Naik,Rajajinagar,scooter,4.2,2127,on_break,12,13.040822,77.546866
DP_03129,Deepak Patil,Indiranagar,bike,4.8,2158,active,22,12.988561,77.570987
DP_03130,Raj Sharma,Whitefield,scooter,4.1,7077,active,43,12.913177,77.667058
DP_03131,Arun Verma,Rajajinagar,bike,3.9,4438,active,35,12.927377,77.558755
DP_03132,Vikram Das,Rajajinagar,bike,4.5,3731,active,21,12.90839,77.555711
DP_03133,Ganesh Sharma,Marathahalli,bike,4.1,4719,active,16,12.970378,77.607737
DP_03134,Suresh Das,BTM Layout,bike,4.0,4249,inactive,46,12.936196,77.66143
DP_03135,Ravi Yadav,Koramangala,ev_scooter,4.4,2539,active,20,12.942213,77.552344
DP_03136,Ganesh Verma,Malleshwaram,bike,4.0,5004,inactive,40,12.938244,77.531143
DP_03137,Deepak Singh,Basavanagudi,bike,4.4,5667,active,35,12.989479,77.504222
DP_03138,Sanjay Naik,Bommanahalli,bike,4.5,6823,on_break,5,13.033881,77.666519
DP_03139,Sanjay Singh,Banashankari,ev_scooter,4.8,3545,on_break,25,12.914403,77.595381
DP_03140,Ganesh Reddy,Bellandur,bicycle,3.7,66,active,31,12.907523,77.693814
DP_03141,Mohan Verma,JP Nagar,bicycle,4.3,2344,on_break,1,12.938242,77.629507
DP_03142,Mohan Das,Sarjapur Road,bicycle,4.6,1497,active,1,12.905022,77.511744
DP_03143,Pradeep Singh,HSR Layout,ev_scooter,3.6,2897,active,39,12.965281,77.654635
DP_03144,Deepak Yadav,Banashankari,ev_scooter,4.1,5336,on_break,40,12.940572,77.693053
DP_03145,Sanjay Verma,Malleshwaram,scooter,3.8,3022,active,37,12.905685,77.502004
DP_03146,Rahul Sharma,Rajajinagar,bicycle,4.9,6890,active,10,12.96646,77.650383
DP_03147,Ravi Verma,Sarjapur Road,bicycle,4.4,7015,active,28,12.975923,77.546958
DP_03148,Mohan Gowda,Malleshwaram,bicycle,3.8,2329,active,12,12.913711,77.604518
DP_03149,Suresh Singh,Koramangala,bicycle,4.5,2826,active,39,12.94147,77.519931
DP_03150,Sanjay Singh,Malleshwaram,scooter,4.4,6298,on_break,24,13.020898,77.549684
DP_03151,Arun Gowda,Jayanagar,bike,4.3,1817,active,16,12.917611,77.563923
DP_03152,Sanjay Gowda,Marathahalli,scooter,4.5,5926,active,18,12.935209,77.639734
DP_03153,Mohan Sharma,Whitefield,bicycle,4.7,4003,inactive,28,12.948884,77.587435
DP_03154,Ravi Patil,Basavanagudi,scooter,4.8,3112,active,27,13.006419,77.671337
DP_03155,Raj Gowda,JP Nagar,bike,5.0,2547,inactive,11,12.991965,77.558521
DP_03156,Sanjay Verma,Sarjapur Road,scooter,4.3,1583,active,23,12.978235,77.6497
DP_03157,Rahul Patil,MG Road,bike,4.6,7231,inactive,41,12.995969,77.673787
DP_03158,Mohan Sharma,Bellandur,ev_scooter,3.5,545,active,35,12.919947,77.635288
DP_03159,Amit Sharma,Hebbal,bike,5.0,3819,active,2,12.909527,77.574018
DP_03160,Ganesh Patil,Electronic City,bike,5.0,1811,on_break,7,13.024415,77.674882
DP_03161,Arun Gowda,Bellandur,ev_scooter,4.8,4513,active,44,12.963214,77.647222
DP_03162,Rahul Patil,HSR Layout,ev_scooter,3.5,304,on_break,45,13.045664,77.566554
DP_03163,Amit Verma,Bommanahalli,bike,4.7,5820,active,15,13.047668,77.673777
DP_03164,Raj Gowda,Rajajinagar,ev_scooter,4.5,3029,on_break,42,12.973008,77.651933
DP_03165,Raj Yadav,Yelahanka,bicycle,3.7,5180,active,25,12.923203,77.533806
DP_03166,Karthik Sharma,Koramangala,bicycle,4.7,6858,active,18,13.019997,77.526302
DP_03167,Ganesh Naik,MG Road,bike,3.8,515,active,36,13.001666,77.68853
DP_03168,Naveen Naik,Indiranagar,scooter,4.4,2204,active,3,13.042675,77.631605
DP_03169,Rahul Verma,Bommanahalli,scooter,4.4,628,active,38,12.977445,77.646127
DP_03170,Vikram Reddy,Koramangala,ev_scooter,4.3,5793,active,7,13.01253,77.549093
DP_03171,Ganesh Kumar,Jayanagar,bicycle,4.1,2778,active,42,13.01334,77.682583
DP_03172,Ganesh Kumar,JP Nagar,ev_scooter,4.4,650,active,21,12.925217,77.60574
DP_03173,Deepak Kumar,Brigade Road,ev_scooter,4.6,4353,active,1,12.969058,77.556469
DP_03174,Naveen Sharma,Marathahalli,ev_scooter,3.5,6439,on_break,33,12.904402,77.630031
DP_03175,Ganesh Verma,Basavanagudi,bicycle,3.9,6356,active,32,12.92015,77.522586
DP_03176,Amit Naik,Jayanagar,ev_scooter,5.0,7043,active,36,13.017201,77.544731
DP_03177,Mohan Das,HSR Layout,bike,4.5,4181,active,20,12.93494,77.678381
DP_03178,Ravi Das,BTM Layout,ev_scooter,4.4,4049,active,25,12.976892,77.657421
DP_03179,Suresh Verma,Marathahalli,bike,4.3,7920,active,34,13.027234,77.594505
DP_03180,Amit Das,Bellandur,bike,4.6,5722,on_break,7,12.918456,77.692905
DP_03181,Deepak Patil,Malleshwaram,bicycle,4.1,1829,active,44,12.931877,77.526586
DP_03182,Karthik Singh,Sarjapur Road,ev_scooter,4.7,188,active,46,12.936675,77.528111
DP_03183,Karthik Verma,JP Nagar,bike,4.8,4416,active,11,12.903626,77.543729
DP_03184,Suresh Naik,Yelahanka,bicycle,3.7,3765,active,26,12.913415,77.677639
DP_03185,Ravi Das,Whitefield,bicycle,3.8,7702,active,5,12.968953,77.631762
DP_03186,Raj Gowda,Marathahalli,bike,3.8,7156,active,10,12.929245,77.630469
DP_03187,Rahul Patil,HSR Layout,bike,3.8,7017,active,36,13.033149,77.518194
DP_03188,Vikram Kumar,Brigade Road,bike,4.8,6239,active,40,12.958127,77.673061
DP_03189,Sanjay Naik,BTM Layout,bike,4.9,4107,active,32,12.923508,77.626554
DP_03190,Pradeep Kumar,Banashankari,bike,4.2,6951,on_break,45,13.00278,77.677003
DP_03191,Rahul Sharma,BTM Layout,bicycle,3.5,7871,active,12,12.963182,77.565092
DP_03192,Ravi Yadav,HSR Layout,bicycle,4.1,1029,active,3,13.031773,77.572637
DP_03193,Raj Gowda,HSR Layout,bike,3.8,5436,active,38,12.959371,77.540603
DP_03194,Sanjay Reddy,MG Road,bicycle,5.0,3963,active,41,13.026372,77.567594
DP_03195,Manoj Gowda,Hebbal,scooter,3.9,458,active,25,12.933793,77.69606
DP_03196,Arun Yadav,Malleshwaram,scooter,3.8,878,active,33,12.902915,77.502333
DP_03197,Vikram Singh,Basavanagudi,ev_scooter,3.7,3139,active,3,12.913878,77.562016
DP_03198,Rahul Singh,Bommanahalli,bicycle,4.1,94,on_break,2,12.933772,77.551135
DP_03199,Sanjay Gowda,Malleshwaram,bicycle,4.1,6135,active,11,12.908798,77.600401
DP_03200,Ravi Reddy,Brigade Road,scooter,3.8,827,active,23,12.915774,77.60446
DP_03201,Ravi Naik,Brigade Road,bike,4.8,968,on_break,23,12.904852,77.693807
DP_03202,Naveen Das,Whitefield,scooter,4.1,7452,active,41,12.953148,77.50418
DP_03203,Suresh Naik,Rajajinagar,scooter,4.5,5568,active,33,12.994094,77.556755
DP_03204,Mohan Das,Jayanagar,ev_scooter,4.0,4456,on_break,41,12.983715,77.651728
DP_03205,Raj Reddy,Sarjapur Road,bike,3.7,78,active,36,13.046862,77.516067
DP_03206,Sanjay Sharma,Koramangala,ev_scooter,4.7,2830,active,32,12.956489,77.559071
DP_03207,Vikram Reddy,Yelahanka,ev_scooter,3.7,7479,active,29,13.040649,77.567423
DP_03208,Sanjay Yadav,HSR Layout,bicycle,4.4,2959,active,36,13.044141,77.509948
DP_03209,Naveen Kumar,Brigade Road,ev_scooter,4.6,2917,active,13,13.046082,77.584945
DP_03210,Amit Patil,Yelahanka,scooter,4.4,1714,active,6,12.905703,77.656665
DP_03211,Deepak Verma,Koramangala,scooter,3.9,514,active,8,12.939617,77.586121
DP_03212,Arun Kumar,Banashankari,scooter,4.8,3477,active,19,12.916852,77.51185
DP_03213,Ravi Reddy,Hebbal,scooter,4.0,2799,active,13,12.999111,77.516052
DP_03214,Mohan Singh,Yelahanka,ev_scooter,4.1,1579,active,37,12.951964,77.685221
DP_03215,Pradeep Yadav,Sarjapur Road,bike,3.6,2076,on_break,29,12.992109,77.570199
DP_03216,Vikram Verma,Basavanagudi,scooter,4.3,3700,active,14,12.931693,77.669565
DP_03217,Deepak Singh,Rajajinagar,bike,4.6,7910,inactive,35,12.924545,77.617009
DP_03218,Manoj Singh,Malleshwaram,scooter,4.7,6451,on_break,25,12.942734,77.555555
DP_03219,Sanjay Patil,Hebbal,ev_scooter,3.9,4596,on_break,25,12.925436,77.679792
DP_03220,Vikram Gowda,Basavanagudi,bike,4.6,686,active,20,12.937172,77.69684
DP_03221,Deepak Das,MG Road,scooter,4.0,7281,active,38,12.986843,77.534126
DP_03222,Suresh Kumar,Hebbal,scooter,4.3,5199,active,7,12.937633,77.605743
DP_03223,Pradeep Gowda,Electronic City,scooter,3.5,1570,on_break,44,13.030354,77.608301
DP_03224,Pradeep Das,Hebbal,bike,4.3,7951,active,37,13.018748,77.605819
DP_03225,Amit Verma,Malleshwaram,scooter,4.7,6369,on_break,3,13.02753,77.567772
DP_03226,Manoj Patil,Koramangala,scooter,4.8,6062,active,15,13.021778,77.545399
DP_03227,Vikram Kumar,Bommanahalli,bike,4.6,5271,active,26,12.988871,77.639211
DP_03228,Deepak Singh,HSR Layout,bike,4.0,6968,active,7,12.986796,77.507001
DP_03229,Arun Yadav,Malleshwaram,bicycle,4.0,5838,active,28,12.988665,77.697667
DP_03230,Naveen Yadav,Whitefield,scooter,4.3,6591,active,14,12.982846,77.561038
DP_03231,Raj Gowda,Whitefield,bicycle,4.1,3528,active,39,13.037204,77.624986
DP_03232,Manoj Reddy,MG Road,ev_scooter,3.8,5915,active,11,13.044493,77.689554
DP_03233,Raj Kumar,Sarjapur Road,scooter,4.5,5249,active,37,13.000016,77.508058
DP_03234,Manoj Gowda,Hebbal,bike,4.9,2225,active,15,12.946229,77.504211
DP_03235,Manoj Verma,Bellandur,scooter,3.7,4779,inactive,29,12.957698,77.639034
DP_03236,Ganesh Naik,HSR Layout,bike,4.9,6688,inactive,6,12.987452,77.594158
DP_03237,Amit Yadav,Koramangala,scooter,4.8,3554,inactive,29,12.937553,77.632317
DP_03238,Rahul Verma,Bellandur,bike,3.6,7996,active,17,12.928917,77.515014
DP_03239,Sanjay Patil,Malleshwaram,bike,4.7,6190,active,27,12.91865,77.521731
DP_03240,Arun Naik,Banashankari,scooter,3.5,1729,active,35,12.972221,77.658229
